Institution,Academic Discipline (if available),Enrollment Profile,Undergraduate Profile,Size and Setting,Scholarship Awarded,LACN/IVY/OTHER,Year (2005-2015)
Swarthmore College,"biology, public policy",ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Mitchell ,Other,2011
U.S. Naval Academy,physics,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Mitchell ,Other,2011
Harvard University,"classics, latin",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell ,IVY,2011
City University of New York - Brooklyn College,"philosophy, political science",HU: High undergraduate,"MFT4/S/HTI: Medium full-time four-year, selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Mitchell ,Other,2011
U.S. Naval Academy,history,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Mitchell ,Other,2011
Yale University,"molecular, cellular, and developmental biology",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,IVY,2010
Skidmore College,"biochemistry, exercise science",VHU: Very high undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Mitchell,Other,2010
Montana State University,"cell biology and neuroscience, chemistry-biochemistry, music",,,,Mitchell,Other,2010
Elon University,environmental studies,HU: High undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Mitchell,Other,2010
Yale University,"ethics politics, economics",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,IVY,2010
University of Georgia,ecology,HU: High undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/R: Large four-year, primarily residential",Mitchell,Other,2010
Santa Clara University,"english, creative writing",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/R: Medium four-year, primarily residential",Mitchell,Other,2010
University of Alabama,healthcare management,MU: Majority undergraduate,"MFT4/S/HTI: Medium full-time four-year, selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Mitchell,Other,2010
Northwestern University,social policy,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,Other,2010
Grinnel College,political science,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Mitchell,LACN,2010
Georgia Institute of Technology,physics,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,Other,2010
Princeton University,public and international affairs,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Mitchell,IVY,2010
Georgetown University,"government, english",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell ,Other,2009
Georgetown University,sociology,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell ,Other,2009
Rice University,political science,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Mitchell ,Other,2009
Albion College,"english, biology",ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Mitchell ,Other,2009
Dartmouth College,natural and artificial intellligence,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Mitchell ,IVY/LACN,2009
Grinnel College,"english, gener and women's studies",ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Mitchell ,LACN,2009
University of Notre Dame,"political science, international peace studies",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell ,Other,2009
Duke University,"political science, philosophy",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell ,Other,2009
U.S. Naval Academy,information technology national security affairs,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Mitchell ,Other,2009
Colby College,"english, creative writing",ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Mitchell ,Other,2009
William Jewell College,"business administration, economics",ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Mitchell ,Other,2009
Georgia Institute of Technology,discrete mathematics,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell ,Other,2009
Vanderbilt University,european studies,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,Other,2008
Georgetown University,international politics,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,Other,2008
John Hopkins University,political science,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,Other,2008
St. Lawrence University,"biology, history",VHU: Very high undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Mitchell,Other,2008
U.S. Military Academy,environmental engineering,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Mitchell,Other,2008
U.S. Naval Academy,oceanography,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Mitchell,Other,2008
University of Chicago,philosophy,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,Other,2008
Harvard University,earth and planetary sciences,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,IVY,2008
Duke University,ethics,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,Other,2008
U.S. Military Academy,philosophy,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Mitchell,Other,2008
Dickinson College,policy management,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Mitchell,LACN,2008
Georgetown University,history,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,Other,2008
Georgetown University,government,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,Other,2007
Indiana University,"comparative social policy and ideology, spanish",HU: High undergraduate,"FT4/I: Full-time four-year, inclusive","M4/R: Medium four-year, primarily residential",Mitchell,Other,2007
Wheaton College,conflict resolution,,,,Mitchell,Other,2007
Oklahoma State University,"english literature, political science",,,,Mitchell,Other,2007
University of California - Berkeley,"political science, interdisciplinary field studies",MU: Majority undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/R: Large four-year, primarily residential",Mitchell,Other,2007
Harvard University,english,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,IVY,2007
University of Virginia,"political and social thought, economics",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Mitchell,Other,2007
Kenyon College,biochemistry,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Mitchell,Other,2007
Dartmouth College,philosophy modified by government,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Mitchell,IVY/LACN,2007
Ohio University,"political science, geography, spanish",,,,Mitchell,Other,2007
Massachusetts Institute of Technology,political science,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,Other,2007
Swarthmore College,"theology, peace studies",ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Mitchell,Other,2006
University of Maryland,"government and politics, spanish",,,,Mitchell,Other,2006
Georgetown University,"mathematics, political economy",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,Other,2006
North Carolina State University,biomedical engineering,,,,Mitchell,Other,2006
North Carolina State University,history,,,,Mitchell,Other,2006
Haverford College,economics,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Mitchell,Other,2006
University of California - Irvine,"political science, international studies",HU: High undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/R: Large four-year, primarily residential",Mitchell,Other,2006
Stanford University,"music, public policy",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,Other,2006
Grinnel College,"politics, religious studies",ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Mitchell,LACN,2006
University of North Carolina - Chapel Hill,"mathematics, chemistry",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Mitchell,Other,2006
University of Virginia,systems engineering,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Mitchell,Other,2006
Furman University,"sociology, political science",VHU: Very high undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Mitchell,Other,2005
University of Virginia,"political and social thought, foreign affairs",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Mitchell,Other,2005
University of Florida,"zoology, wildlife ecology and conservation, music performance",,,,Mitchell,Other,2005
John Hopkins University,civil engineering,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,Other,2005
Northwestern University,theatre,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,Other,2005
Mississippi State University,political science,HU: High undergraduate,"FT4/S/HTI: Full-time four-year, selective, higher transfer-in","L4/R: Large four-year, primarily residential",Mitchell,Other,2005
Duke University,global justice,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Mitchell,Other,2005
Princeton University,public policy,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Mitchell,IVY,2005
Indiana University,"history, political science",HU: High undergraduate,"FT4/I: Full-time four-year, inclusive","M4/R: Medium four-year, primarily residential",Mitchell,Other,2005
Princeton University,public and international affairs,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Mitchell,IVY,2005
Loyola University New Orleans,"economics, finance",,,,Mitchell,Other,2005
